"temps_mois","evenement_naissance","poids_sondage","milieu_residence","niveau_instruction","indice_richesse","region","religion","sexe_enfant","survie_enfant_precedent","age_premiere_naissance","instruction_mari"
32,1,0.469592,"Urbain","Primaire","Riche","Nord","Protestant","Féminin","Vivant","16-20 ans","Primaire"
36,0,0.469592,"Urbain","Primaire","Riche","Nord","Protestant","Féminin","Vivant","16-20 ans","Primaire"
32,1,0.469592,"Urbain","Primaire","Moyen","Nord","Protestant","Féminin","Vivant","16-20 ans","Primaire"
38,0,0.469592,"Urbain","Primaire","Moyen","Nord","Protestant","Masculin","Vivant","16-20 ans","Primaire"
102,1,0.469592,"Urbain","Secondaire","Très riche","Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
25,1,0.469592,"Urbain","Secondaire","Très riche","Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
42,1,0.469592,"Urbain","Secondaire","Très riche","Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
80,0,0.469592,"Urbain","Secondaire","Très riche","Nord","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
30,1,0.469592,"Urbain","Secondaire","Riche","Nord","Catholique","Féminin","Vivant","21-25 ans","Primaire"
24,1,0.469592,"Urbain","Secondaire","Riche","Nord","Catholique","Féminin","Vivant","21-25 ans","Primaire"
23,0,0.469592,"Urbain","Secondaire","Riche","Nord","Catholique","Féminin","Vivant","21-25 ans","Primaire"
91,0,0.469592,"Urbain","Secondaire","Riche","Nord","Islam","Féminin","Vivant",">=26 ans",NA
37,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Féminin","Vivant","16-20 ans","Primaire"
24,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","16-20 ans","Primaire"
22,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Féminin","Vivant","16-20 ans","Primaire"
31,0,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","16-20 ans","Primaire"
27,0,1.117141,"Rural","Primaire","Moyen","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Secondaire"
33,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Vivant","16-20 ans","Primaire"
20,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Vivant","16-20 ans","Primaire"
134,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Primaire"
27,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Vivant","16-20 ans","Primaire"
21,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Primaire"
18,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Vivant","16-20 ans","Primaire"
28,0,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Vivant","16-20 ans","Primaire"
22,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
45,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
22,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Décédé","16-20 ans","Secondaire"
13,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
35,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","16-20 ans","Secondaire"
42,0,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Secondaire"
55,1,1.117141,"Rural","Primaire","Très pauvre","Nord-Ouest","Animiste","Féminin","Décédé","16-20 ans","Primaire"
16,1,1.117141,"Rural","Primaire","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Primaire"
11,1,1.117141,"Rural","Primaire","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Primaire"
25,1,1.117141,"Rural","Primaire","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Primaire"
23,1,1.117141,"Rural","Primaire","Très pauvre","Nord-Ouest","Animiste","Masculin","Décédé","16-20 ans","Primaire"
67,0,1.117141,"Rural","Primaire","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Primaire"
29,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Féminin","Vivant","21-25 ans","Aucun"
25,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","21-25 ans","Aucun"
24,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","21-25 ans","Aucun"
23,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Féminin","Vivant","21-25 ans","Aucun"
21,0,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","21-25 ans","Aucun"
9,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","<=15 ans","Aucun"
23,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","<=15 ans","Aucun"
54,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","<=15 ans","Aucun"
45,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","<=15 ans","Aucun"
34,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Féminin","Vivant","<=15 ans","Aucun"
19,1,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Féminin","Vivant","<=15 ans","Aucun"
27,0,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","<=15 ans","Aucun"
59,1,1.117141,"Rural","Primaire","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","16-20 ans","Primaire"
36,1,1.117141,"Rural","Primaire","Très pauvre","Nord-Ouest",NA,"Féminin","Vivant","16-20 ans","Primaire"
18,1,1.117141,"Rural","Primaire","Très pauvre","Nord-Ouest",NA,"Féminin","Vivant","16-20 ans","Primaire"
29,1,1.117141,"Rural","Primaire","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","16-20 ans","Primaire"
23,0,1.117141,"Rural","Primaire","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","16-20 ans","Primaire"
42,1,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Masculin","Vivant","21-25 ans","Primaire"
29,0,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Masculin","Vivant","21-25 ans","Primaire"
27,1,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Primaire"
55,1,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Primaire"
29,0,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Masculin","Décédé","16-20 ans","Primaire"
15,1,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Féminin","Vivant","<=15 ans","Aucun"
25,1,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Féminin","Vivant","<=15 ans","Aucun"
25,1,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Féminin","Vivant","<=15 ans","Aucun"
34,1,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Féminin","Vivant","<=15 ans","Aucun"
36,0,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Féminin","Vivant","<=15 ans","Aucun"
30,1,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
20,1,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
36,1,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
26,1,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Féminin","Décédé","16-20 ans","Aucun"
28,1,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Masculin","Décédé","16-20 ans","Aucun"
13,1,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
35,1,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
38,1,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
32,0,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
44,0,1.117141,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","<=15 ans","Aucun"
32,0,1.117141,"Rural","Aucun","Riche","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
26,1,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
20,1,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Féminin","Décédé","16-20 ans","Aucun"
27,1,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Masculin","Décédé","16-20 ans","Aucun"
20,1,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
25,1,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
23,1,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
25,1,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
33,1,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
22,0,1.117141,"Rural","Aucun","Moyen","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
23,1,1.117141,"Rural","Primaire","Moyen","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans",NA
48,0,1.117141,"Rural","Primaire","Moyen","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans",NA
10,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
19,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
19,0,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Décédé","16-20 ans","Aucun"
76,0,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","<=15 ans","Aucun"
24,1,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
24,1,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
24,1,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
23,1,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
24,1,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
50,0,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
23,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Aucun"
15,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Aucun"
10,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","16-20 ans","Aucun"
56,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Aucun"
43,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","16-20 ans","Aucun"
30,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Aucun"
28,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Aucun"
24,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","16-20 ans","Aucun"
24,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","16-20 ans","Aucun"
20,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","16-20 ans","Aucun"
41,0,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Aucun"
28,0,1.330409,"Rural","Primaire","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","21-25 ans","Aucun"
38,1,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","<=15 ans","Primaire"
13,1,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","<=15 ans","Primaire"
31,1,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","<=15 ans","Primaire"
22,1,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","<=15 ans","Primaire"
26,0,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","<=15 ans","Primaire"
27,1,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","<=15 ans","Secondaire"
13,1,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","<=15 ans","Secondaire"
36,1,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","<=15 ans","Secondaire"
25,1,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","<=15 ans","Secondaire"
61,0,1.330409,"Rural","Aucun","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","<=15 ans","Secondaire"
20,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
21,0,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
73,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","21-25 ans","Aucun"
20,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","21-25 ans","Aucun"
42,0,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","21-25 ans","Aucun"
25,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Sans religion","Masculin","Vivant","16-20 ans","Aucun"
38,0,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Sans religion","Féminin","Vivant","16-20 ans","Aucun"
26,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Sans religion","Masculin","Vivant","<=15 ans","Aucun"
34,0,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Sans religion","Féminin","Vivant","<=15 ans","Aucun"
23,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","21-25 ans",NA
24,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Féminin","Vivant","21-25 ans",NA
86,0,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant","21-25 ans",NA
10,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
41,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Décédé","16-20 ans","Aucun"
28,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
14,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
22,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
30,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
33,0,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
18,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Décédé","16-20 ans","Aucun"
13,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Décédé","16-20 ans","Aucun"
28,1,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
35,0,1.330409,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
24,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
29,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
9,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
22,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
38,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
20,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
53,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
23,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
29,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
45,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
45,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
24,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant",">=26 ans","Aucun"
23,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Féminin","Vivant",">=26 ans","Aucun"
78,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Masculin","Vivant",">=26 ans","Aucun"
22,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","<=15 ans","Primaire"
39,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","<=15 ans","Primaire"
21,1,0.892567,"Rural","Primaire","Pauvre","Nord-Ouest","Animiste","Féminin","Décédé","16-20 ans","Primaire"
23,1,0.892567,"Rural","Primaire","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Primaire"
30,0,0.892567,"Rural","Primaire","Pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Primaire"
17,1,0.892567,"Rural","Primaire","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
33,0,0.892567,"Rural","Primaire","Pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
40,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Féminin","Vivant","21-25 ans","Aucun"
22,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest",NA,"Féminin","Vivant","21-25 ans","Aucun"
21,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Décédé","16-20 ans","Primaire"
10,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Primaire"
24,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Décédé","16-20 ans","Primaire"
28,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Décédé","16-20 ans","Primaire"
69,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Masculin","Vivant","16-20 ans","Primaire"
27,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Protestant","Féminin","Vivant","16-20 ans","Primaire"
24,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","21-25 ans","Aucun"
29,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","21-25 ans","Aucun"
25,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","21-25 ans","Aucun"
21,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","21-25 ans","Aucun"
39,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
40,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Aucun"
26,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Décédé","16-20 ans","Aucun"
22,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Décédé","16-20 ans","Aucun"
27,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
13,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Décédé","<=15 ans",NA
12,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","<=15 ans",NA
36,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","<=15 ans",NA
17,1,0.892567,"Rural","Primaire","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
24,1,0.892567,"Rural","Primaire","Très pauvre","Nord-Ouest","Catholique","Masculin","Décédé","16-20 ans","Secondaire"
17,0,0.892567,"Rural","Primaire","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
13,1,0.892567,"Rural","Aucun","Pauvre","Nord-Ouest","Sans religion","Féminin","Vivant","16-20 ans","Aucun"
12,1,0.892567,"Rural","Aucun","Pauvre","Nord-Ouest","Sans religion","Féminin","Vivant","16-20 ans","Aucun"
14,1,0.892567,"Rural","Aucun","Pauvre","Nord-Ouest","Sans religion","Féminin","Décédé","16-20 ans","Aucun"
76,1,0.892567,"Rural","Aucun","Pauvre","Nord-Ouest","Sans religion","Féminin","Vivant","16-20 ans","Aucun"
43,1,0.892567,"Rural","Aucun","Pauvre","Nord-Ouest","Sans religion","Masculin","Vivant","16-20 ans","Aucun"
25,1,0.892567,"Rural","Aucun","Pauvre","Nord-Ouest","Sans religion","Féminin","Vivant","16-20 ans","Aucun"
49,1,0.892567,"Rural","Aucun","Pauvre","Nord-Ouest","Sans religion","Féminin","Décédé","16-20 ans","Aucun"
20,1,0.892567,"Rural","Aucun","Pauvre","Nord-Ouest","Sans religion","Masculin","Vivant","16-20 ans","Aucun"
23,0,0.892567,"Rural","Aucun","Pauvre","Nord-Ouest","Sans religion","Masculin","Vivant","16-20 ans","Aucun"
22,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Primaire"
23,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","16-20 ans","Primaire"
27,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
13,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Décédé","16-20 ans","Secondaire"
15,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
17,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
26,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
24,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
17,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Vivant","16-20 ans","Secondaire"
28,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
24,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Décédé","16-20 ans","Secondaire"
25,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Décédé","16-20 ans","Secondaire"
49,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Secondaire"
25,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","21-25 ans","Aucun"
19,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Décédé","21-25 ans","Aucun"
27,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","21-25 ans","Aucun"
25,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Masculin","Vivant","21-25 ans","Aucun"
25,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","21-25 ans","Aucun"
27,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","21-25 ans","Aucun"
25,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","21-25 ans","Aucun"
74,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Animiste","Féminin","Vivant","16-20 ans","Aucun"
24,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Décédé","16-20 ans","Aucun"
33,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Vivant","16-20 ans","Aucun"
25,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Décédé","16-20 ans","Aucun"
27,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Décédé","16-20 ans","Aucun"
51,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Aucun"
12,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Vivant","16-20 ans","Aucun"
28,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Féminin","Vivant","16-20 ans","Aucun"
21,1,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Décédé","16-20 ans","Aucun"
29,0,0.892567,"Rural","Aucun","Très pauvre","Nord-Ouest","Catholique","Masculin","Décédé","16-20 ans","Aucun"
